CustomerID,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Monthly_Charges_bin,Total_Charges_bin,Tenure_Months_bin
9412-GHEEC,Murrieta,92563,Male,Young,0,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,1,88,3492,Very High,High,+25
0257-ZESQC,Perris,92571,Female,Senior,1,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1,99,4517,High,Mid,+25
6825-UYPFK,Sun City,92586,Female,Young,0,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,1,81,2115,High,Mid,12-24
8397-MVTAZ,Sun City,92587,Male,Young,1,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,1,72,2568,Very High,High,+25
9282-IZGQK,Irvine,92612,Female,Young,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,1,80,5679,High,Low,0-3
1342-JPNKI,Lake Forest,92630,Male,Young,0,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,1,85,2966,High,Mid,6-12
2817-NTQDO,Huntington Beach,92646,Male,Young,0,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,1,74,4856,Mid,Low,12-24
6986-IJDHX,Huntington Beach,92648,Male,Young,1,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,1,98,3364,High,High,+25
5301-GAUUY,Newport Beach,92661,Male,Young,0,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,92,5974,High,Mid,+25
0939-YAPAF,Santa Ana,92701,Female,Young,0,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,72,2744,Very High,High,+25
4710-FDUIZ,Santa Ana,92707,Male,Young,1,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,1,67,5170,Very High,High,+25
1218-VKFPE,Anaheim,92805,Female,Young,1,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,1,72,3535,Low,Low,6-12
3627-FHKBK,Anaheim,92806,Female,Young,0,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,1,87,3244,High,Low,0-3
2865-TCHJW,Anaheim,92807,Female,Senior,0,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,1,74,5808,High,Low,3-6
5192-EBGOV,Brea,92823,Female,Senior,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,1,66,4880,High,Low,0-3
0719-SYFRB,Norco,92860,Female,Young,0,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,1,67,5670,Mid,Mid,6-12
3419-SNJJD,Yorba Linda,92887,Female,Senior,1,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,1,91,4196,Very High,High,+25
6543-CPZMK,Ventura,93001,Male,Young,1,No,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,1,83,2573,Low,Low,6-12
4765-OXPPD,Ventura,93003,Female,Young,1,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,1,76,3983,Mid,Low,6-12
1009-IRMNA,Port Hueneme,93041,Female,Young,0,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,1,100,4479,Low,Low,6-12
4554-YGZIH,Summerland,93067,Male,Senior,1,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,1,96,5059,Very High,High,+25
5099-BAILX,Santa Barbara,93101,Male,Senior,1,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,1,65,2728,Very High,High,+25
7207-RMRDB,Santa Barbara,93110,Female,Young,1,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,1,89,5720,Very High,High,+25
4913-EHYUI,Alpaugh,93201,Male,Senior,1,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,1,91,6268,Very High,High,+25
0195-IESCP,Armona,93202,Male,Young,1,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,1,75,3573,High,Mid,6-12
4580-TMHJU,Avenal,93204,Female,Young,1,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,1,65,2152,Mid,Mid,+25
0970-ETWGE,Bodfish,93205,Male,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,1,99,4996,High,Low,0-3
1626-ERCMM,Camp Nelson,93208,Male,Senior,1,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,1,84,5604,Very High,Mid,12-24
0887-HJGAR,Coalinga,93210,Male,Young,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,95,2295,Mid,Low,0-3
5644-PDMZC,Delano,93215,Female,Senior,0,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,1,80,2065,High,Low,0-3
9576-ANLXO,Earlimart,93219,Female,Young,0,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,1,87,2876,Mid,Low,0-3
2024-BASKD,Exeter,93221,Female,Young,0,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,1,94,3860,High,Low,0-3
4160-AMJTL,Fellows,93224,Female,Senior,0,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,1,83,5432,Low,Low,6-12
4464-JCOLN,Huron,93234,Male,Young,1,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,1,68,2362,Low,Low,0-3
5650-VDUDS,Kernville,93238,Female,Young,0,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,1,93,2038,Low,Low,3-6
7538-GWHML,Lemon Cove,93244,Female,Young,0,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,1,80,2323,Mid,Low,0-3
3859-CVCET,Lindsay,93247,Female,Young,0,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,1,78,2864,Mid,Low,3-6
3276-HDUEG,Maricopa,93252,Female,Young,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,1,78,4838,High,Low,0-3
0823-HSCDJ,Onyx,93255,Male,Senior,0,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,1,90,5597,Mid,Mid,+25
0822-GAVAP,Posey,93260,Female,Young,0,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,1,65,3146,Low,Low,0-3
1448-PWKYE,Shafter,93263,Male,Young,1,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,1,88,2046,High,Low,0-3
0067-DKWBL,Tipton,93272,Male,Senior,0,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,1,89,3475,Mid,Low,0-3
2276-YDAVZ,Wofford Heights,93285,Female,Young,0,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,1,69,4965,High,Low,0-3
5896-NPFWW,Visalia,93292,Male,Young,1,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,1,86,3273,Mid,Low,0-3
7133-VBDCG,Bakersfield,93311,Female,Young,0,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,1,85,4535,High,Mid,+25
1029-QFBEN,San Luis Obispo,93405,Male,Young,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,1,66,3556,Low,Low,0-3
4952-YSOGZ,Lompoc,93436,Female,Young,1,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,1,74,5640,High,Low,3-6
1589-AGTLK,Lompoc,93437,Male,Young,0,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,1,67,2450,Mid,Low,0-3
5244-IRFIH,Los Alamos,93440,Male,Senior,1,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,1,96,4333,Very High,High,+25
2684-EIWEO,Oceano,93445,Female,Senior,0,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,1,97,2482,Very High,High,+25
6439-GTPCA,Pismo Beach,93449,Female,Young,0,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,1,73,5269,High,High,+25
5138-WVKYJ,Mojave,93501,Male,Young,0,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,1,80,3658,Very High,Mid,6-12
6683-VLCTZ,Johannesburg,93528,Male,Senior,0,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,1,92,5444,Very High,Mid,12-24
2189-WWOEW,Keene,93531,Female,Young,0,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,1,96,3579,High,Mid,12-24
1894-IGFSG,Lancaster,93535,Female,Young,0,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,1,82,3161,High,Mid,12-24
7379-POKDZ,Lancaster,93536,Male,Young,1,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,1,66,3038,Mid,Low,0-3
0236-HFWSV,Palmdale,93552,Male,Young,0,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,1,77,5264,Very High,Mid,12-24
3900-AQPHZ,Pearblossom,93553,Female,Young,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,100,4248,Low,Low,0-3
5842-POCOP,Randsburg,93554,Female,Young,1,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,1,79,4356,High,Low,3-6
2037-XJFUP,Ridgecrest,93555,Male,Young,1,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,1,76,4161,Very High,High,+25
7314-OXENN,Trona,93562,Male,Young,0,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,1,97,3051,High,Low,0-3
0322-CHQRU,Palmdale,93591,Male,Young,0,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1,81,3478,Mid,Low,0-3
4678-DVQEO,Bass Lake,93604,Female,Young,0,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,1,71,4138,Mid,Low,0-3
0691-IFBQW,Biola,93606,Female,Senior,0,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,1,81,2403,Very High,High,+25
3009-JWMPU,Five Points,93624,Male,Young,0,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,1,92,5016,Very High,High,+25
1450-GALXR,Friant,93626,Female,Young,0,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,1,74,5184,Very High,Mid,6-12
3138-BKYAV,Kerman,93630,Male,Young,0,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,1,75,4694,High,Low,3-6
4289-DTDKW,Madera,93637,Male,Young,1,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,1,70,2576,Very High,High,+25
1820-TQVEV,Madera,93638,Male,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,1,76,3042,Mid,Low,0-3
2239-JALAW,Mendota,93640,Male,Young,0,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,1,74,6105,Very High,High,+25
4853-RULSV,Miramonte,93641,Male,Young,0,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,1,80,4544,Very High,High,+25
6275-YDUVO,Orosi,93647,Female,Young,0,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,1,95,2969,High,Low,0-3
0115-TFERT,Fresno,93650,Male,Young,1,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,1,89,4123,Very High,Mid,12-24
2311-QYMUQ,San Joaquin,93660,Female,Young,1,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,1,73,3696,High,Mid,12-24
3643-AHCFP,Selma,93662,Male,Senior,1,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,1,83,3265,Very High,Low,6-12
3104-OWCGK,South Dos Palos,93665,Male,Young,1,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,1,76,4111,Very High,High,+25
9101-BWFSS,Tollhouse,93667,Female,Young,1,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,5610.7,1,82,4274,Very High,High,+25
9231-ZJYAM,Squaw Valley,93675,Female,Senior,0,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,1,72,5301,High,Low,3-6
6982-SSHFK,Fresno,93703,Male,Young,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1,89,3522,Mid,Low,0-3
0727-BMPLR,Fresno,93706,Female,Senior,0,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,1,83,5679,Very High,High,+25
1038-ZAGBI,Fresno,93711,Female,Young,1,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,1,94,2653,Low,Low,6-12
3027-ZTDHO,Fresno,93721,Male,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,1,80,5951,Very High,Low,0-3
2382-BCKQJ,Big Sur,93920,Female,Young,0,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,1,91,5600,Very High,High,+25
2207-NHRJK,Carmel,93923,Male,Young,0,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,1,85,3718,Mid,Low,0-3
0947-MUGVO,Jolon,93928,Male,Senior,1,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,1,95,5849,High,Mid,12-24
9944-HKVVB,King City,93930,Female,Young,0,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,1,77,5861,Very High,Low,0-3
4124-MMETB,Lockwood,93932,Male,Young,0,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,1,85,3665,Very High,Mid,12-24
3671-SHRSP,Marina,93933,Male,Young,1,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,1,86,3080,High,Low,3-6
3313-QKNKB,Pebble Beach,93953,Male,Young,1,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,1,80,6304,High,High,+25
5073-WXOYN,Belmont,94002,Female,Young,0,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,1,67,4941,Mid,High,+25
0207-MDKNV,Daly City,94014,Female,Young,0,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,1,84,2122,Very High,Mid,12-24
9851-KIELU,Loma Mar,94021,Male,Young,0,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,1,76,5803,Very High,Mid,6-12
3908-BLSYF,Los Altos,94024,Female,Young,0,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,1,97,3962,High,Low,3-6
7549-MYGPK,Mountain View,94040,Female,Young,1,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,1,79,5413,Very High,High,+25
3804-RVTGV,Mountain View,94043,Male,Young,1,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,1,100,5812,Very High,High,+25
9227-LUNBG,Pescadero,94060,Female,Young,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,1,76,5768,Low,Low,0-3
4315-MURBD,San Bruno,94066,Female,Young,0,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,1,71,5559,Very High,Mid,6-12
9734-YWGEX,South San Francisco,94080,Female,Young,0,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,1,81,2954,Very High,Mid,6-12
2719-BDAQO,Sunnyvale,94086,Male,Young,0,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,1,93,4940,Very High,Mid,12-24
0781-LKXBR,San Francisco,94102,Male,Senior,0,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,1,70,4038,Very High,Mid,6-12
1907-UBQFC,San Francisco,94108,Male,Senior,0,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,1,99,3189,High,Mid,6-12
6513-EECDB,San Francisco,94114,Male,Senior,1,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,1,94,4369,High,Low,0-3
7074-IEVOJ,San Francisco,94130,Female,Senior,0,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,1,91,3501,High,Low,0-3
9625-QSTYE,San Francisco,94131,Female,Young,0,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,1,79,4806,High,Mid,12-24
4750-ZRXIU,Palo Alto,94304,Female,Senior,0,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,1,83,2467,High,Low,3-6
6400-BWQKW,San Mateo,94402,Female,Young,0,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,1,99,3263,High,Low,3-6
6680-WKXRZ,Antioch,94509,Female,Young,0,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,1,97,2054,High,Low,0-3
7028-DVOIQ,Birds Landing,94512,Male,Senior,0,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,1,82,2074,Very High,High,+25
4208-UFFGW,Byron,94514,Male,Senior,0,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,1,84,5900,Mid,Low,0-3
9448-REEVD,Concord,94520,Male,Young,1,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,1,74,3700,Mid,Low,0-3
9117-SHLZX,Fremont,94538,Male,Young,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,72,3571,Mid,Low,0-3
9889-TMAHG,Fremont,94539,Male,Senior,0,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,1,74,5084,Very High,Mid,6-12
4541-RMRLG,Hayward,94541,Male,Young,0,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,1,82,4489,Low,Low,6-12
3158-MOERK,Hayward,94545,Female,Young,0,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,1,83,3391,Very High,Low,0-3
7294-TMAOP,Castro Valley,94546,Female,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,1,72,2627,Very High,Low,0-3
8919-FYFQZ,Livermore,94550,Male,Senior,1,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,1,96,4829,Low,Mid,+25
2834-JRTUA,Martinez,94553,Male,Young,0,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,1,81,5200,Very High,High,+25
5875-YPQFJ,Fremont,94555,Male,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,1,84,5367,Mid,Low,0-3
6646-QVXLR,Napa,94558,Male,Senior,1,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,1,91,5052,Very High,High,+25
8603-IJWDN,Pinole,94564,Male,Young,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,1,93,5228,High,Low,0-3
9369-XFEHK,Pleasanton,94566,Female,Senior,1,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,1,72,3601,High,Mid,+25
3842-IYKUE,San Leandro,94579,Female,Young,0,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,1,88,2455,High,High,+25
6641-XRPSU,San Lorenzo,94580,Female,Young,0,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,1,93,2318,Mid,Mid,+25
1374-DMZUI,San Ramon,94583,Female,Senior,0,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,1,99,5419,Very High,Low,3-6
8357-EQXFO,Union City,94587,Female,Young,0,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,1,92,3077,Very High,Low,6-12
1989-PRJHP,Pleasanton,94588,Male,Senior,1,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,1,65,2377,High,Mid,+25
9524-EGPJC,Walnut Creek,94595,Female,Young,0,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,1,80,4260,Very High,Mid,12-24
6993-OHLXR,Walnut Creek,94596,Female,Young,0,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,1,84,5225,Mid,Low,0-3
8818-XYFCQ,Walnut Creek,94598,Male,Young,1,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,1,71,5026,Very High,High,+25
4695-VADHF,Oakland,94606,Male,Young,1,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,1,84,2989,Mid,Mid,12-24
3863-IUBJR,Oakland,94607,Male,Young,1,No,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,696.35,1,78,2595,Mid,Mid,6-12
4822-RVYBB,Berkeley,94704,Male,Senior,0,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,1,90,5906,Very High,Mid,6-12
8436-BJUMM,Albany,94706,Male,Young,1,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.6,1,84,2404,High,Mid,+25
4184-TJFAN,Berkeley,94707,Female,Senior,1,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,273.75,1,68,4486,High,Low,0-3
